date,team,rank,points
2008-07-02,Georgia,89,0.0
2008-07-02,Libya,90,0.0
2008-07-02,Gambia,91,0.0
2008-07-02,Kenya,92,0.0
2008-07-02,Algeria,93,0.0
2008-07-02,Jamaica,94,0.0
2008-07-02,Korea DPR,94,0.0
2008-07-02,Armenia,96,0.0
2008-07-02,Uganda,97,0.0
2008-07-02,Iceland,98,0.0
2008-07-02,Benin,99,0.0
2008-07-02,Albania,100,0.0
2008-07-02,Congo,100,0.0
2008-07-02,Syria,102,0.0
2008-07-02,Trinidad and Tobago,102,0.0
2008-07-02,Guatemala,104,0.0
2008-07-02,Austria,105,0.0
2008-07-02,United Arab Emirates,106,0.0
2008-07-02,Malawi,107,0.0
2008-07-02,Ethiopia,108,0.0
2008-07-02,Mozambique,109,0.0
2008-07-02,Sudan,110,0.0
2008-07-02,Thailand,111,0.0
2008-07-02,Botswana,112,0.0
2008-07-02,New Zealand,112,0.0
2008-07-02,Jordan,114,0.0
2008-07-02,Tanzania,115,0.0
2008-07-02,Kuwait,116,0.0
2008-07-02,El Salvador,117,0.0
2008-07-02,Bermuda,118,0.0
2008-07-02,Haiti,119,0.0
2008-07-02,Estonia,120,0.0
2008-07-02,Hong Kong,120,0.0
2008-07-02,Guyana,122,0.0
2008-07-02,Swaziland,123,0.0
2008-07-02,Kazakhstan,124,0.0
2008-07-02,Vietnam,124,0.0
2008-07-02,New Caledonia,126,0.0
2008-07-02,Chad,127,0.0
2008-07-02,Singapore,127,0.0
2008-07-02,Liechtenstein,129,0.0
2008-07-02,Madagascar,130,0.0
2008-07-02,Namibia,131,0.0
2008-07-02,Indonesia,132,0.0
2008-07-02,Burundi,133,0.0
2008-07-02,Malta,134,0.0
2008-07-02,Antigua and Barbuda,135,0.0
2008-07-02,Solomon Islands,136,0.0
2008-07-02,Barbados,137,0.0
2008-07-02,Sierra Leone,137,0.0
2008-07-02,Azerbaijan,139,0.0
2008-07-02,Grenada,139,0.0
2008-07-02,Liberia,139,0.0
2008-07-02,Eritrea,142,0.0
2008-07-02,Yemen,143,0.0
2008-07-02,Mauritania,144,0.0
2008-07-02,Kyrgyz Republic,145,0.0
2008-07-02,Montenegro,146,0.0
2008-07-02,Puerto Rico,146,0.0
2008-07-02,Fiji,148,0.0
2008-07-02,Netherlands Antilles,149,0.0
2008-07-02,Lebanon,150,0.0
2008-07-02,St Vincent and the Grenadines,151,0.0
2008-07-02,Luxembourg,152,0.0
2008-07-02,India,153,0.0
2008-07-02,Tajikistan,154,0.0
2008-07-02,Vanuatu,155,0.0
2008-07-02,Maldives,156,0.0
2008-07-02,Samoa,157,0.0
2008-07-02,Turkmenistan,158,0.0
2008-07-02,Lesotho,159,0.0
2008-07-02,St Kitts and Nevis,160,0.0
2008-07-02,Sri Lanka,161,0.0
2008-07-02,St Lucia,162,0.0
2008-07-02,Mauritius,163,0.0
2008-07-02,Myanmar,164,0.0
2008-07-02,Seychelles,165,0.0
2008-07-02,Bahamas,166,0.0
2008-07-02,Malaysia,166,0.0
2008-07-02,Turks and Caicos Islands,166,0.0
2008-07-02,Pakistan,169,0.0
2008-07-02,Philippines,169,0.0
2008-07-02,British Virgin Islands,171,0.0
2008-07-02,Niger,172,0.0
2008-07-02,Palestine,172,0.0
2008-07-02,Guinea-Bissau,174,0.0
2008-07-02,Belize,175,0.0
2008-07-02,Chinese Taipei,176,0.0
2008-07-02,Dominican Republic,177,0.0
2008-07-02,Nepal,177,0.0
2008-07-02,Tahiti,179,0.0
2008-07-02,Tonga,179,0.0
2008-07-02,Afghanistan,181,0.0
2008-07-02,Bangladesh,182,0.0
2008-07-02,Andorra,183,0.0
2008-07-02,Cambodia,184,0.0
2008-07-02,Nicaragua,185,0.0
2008-07-02,Djibouti,186,0.0
2008-07-02,Brunei Darussalam,187,0.0
2008-07-02,Cayman Islands,187,0.0
2008-07-02,Laos,189,0.0
2008-07-02,Bhutan,190,0.0
2008-07-02,Dominica,191,0.0
2008-07-02,Mongolia,192,0.0
2008-07-02,US Virgin Islands,193,0.0
2008-07-02,Comoros,194,0.0
2008-07-02,Faroe Islands,195,0.0
2008-07-02,Macau,196,0.0
2008-07-02,Somalia,197,0.0
2008-07-02,Central African Republic,198,0.0
2008-07-02,American Samoa,199,0.0
2008-07-02,Anguilla,199,0.0
2008-07-02,Aruba,199,0.0
2008-07-02,Cook Islands,199,0.0
2008-07-02,Guam,199,0.0
2008-07-02,Montserrat,199,0.0
2008-07-02,Papua New Guinea,199,0.0
2008-07-02,San Marino,199,0.0
2008-07-02,Timor-Leste,199,0.0
2008-08-06,Spain,1,0.0
2008-08-06,Germany,2,0.0
2008-08-06,Italy,3,0.0
2008-08-06,Netherlands,4,0.0
2008-08-06,Croatia,5,0.0
2008-08-06,Brazil,6,0.0
2008-08-06,Argentina,7,0.0
2008-08-06,Czech Republic,8,0.0
2008-08-06,Portugal,9,0.0
2008-08-06,Russia,10,0.0
2008-08-06,Romania,11,0.0
2008-08-06,France,12,0.0
2008-08-06,Turkey,13,0.0
2008-08-06,England,14,0.0
2008-08-06,Cameroon,15,0.0
2008-08-06,Scotland,16,0.0
2008-08-06,Bulgaria,17,0.0
2008-08-06,Greece,18,0.0
2008-08-06,Ghana,19,0.0
2008-08-06,Israel,20,0.0
2008-08-06,Egypt,21,0.0
2008-08-06,Paraguay,22,0.0
2008-08-06,Colombia,23,0.0
2008-08-06,Uruguay,24,0.0
2008-08-06,Ivory Coast,25,0.0
2008-08-06,Sweden,26,0.0
2008-08-06,Nigeria,27,0.0
2008-08-06,Ukraine,28,0.0
2008-08-06,Norway,29,0.0
2008-08-06,Poland,29,0.0
2008-08-06,United States,31,0.0
2008-08-06,Mexico,32,0.0
2008-08-06,Northern Ireland,32,0.0
2008-08-06,Serbia,34,0.0
2008-08-06,Japan,35,0.0
2008-08-06,Denmark,36,0.0
2008-08-06,Morocco,37,0.0
2008-08-06,Australia,38,0.0
2008-08-06,Chile,39,0.0
2008-08-06,Guinea,40,0.0
2008-08-06,Republic of Ireland,41,0.0
2008-08-06,Finland,42,0.0
2008-08-06,Senegal,43,0.0
2008-08-06,Switzerland,44,0.0
2008-08-06,Iran,45,0.0
2008-08-06,Belgium,46,0.0
2008-08-06,Tunisia,47,0.0
2008-08-06,Mali,48,0.0
2008-08-06,Moldova,49,0.0
2008-08-06,Hungary,50,0.0
2008-08-06,Wales,51,0.0
2008-08-06,Saudi Arabia,52,0.0
2008-08-06,South Korea,53,0.0
2008-08-06,FYR Macedonia,54,0.0
2008-08-06,Uzbekistan,55,0.0
2008-08-06,Ecuador,56,0.0
2008-08-06,Belarus,57,0.0
2008-08-06,Angola,58,0.0
2008-08-06,Lithuania,59,0.0
2008-08-06,Venezuela,60,0.0
2008-08-06,Honduras,61,0.0
2008-08-06,Cyprus,62,0.0
2008-08-06,Burkina Faso,63,0.0
2008-08-06,Slovakia,64,0.0
2008-08-06,Latvia,65,0.0
2008-08-06,Togo,66,0.0
2008-08-06,Bahrain,67,0.0
2008-08-06,Zambia,67,0.0
2008-08-06,Bolivia,69,0.0
2008-08-06,Peru,69,0.0
2008-08-06,Qatar,71,0.0
2008-08-06,DR Congo,72,0.0
2008-08-06,South Africa,73,0.0
2008-08-06,Bosnia and Herzegovina,74,0.0
2008-08-06,Gabon,74,0.0
2008-08-06,Iraq,76,0.0
2008-08-06,Slovenia,77,0.0
2008-08-06,Costa Rica,78,0.0
2008-08-06,Canada,79,0.0
2008-08-06,Cuba,80,0.0
2008-08-06,Equatorial Guinea,81,0.0
2008-08-06,Cape Verde Islands,82,0.0
2008-08-06,Rwanda,83,0.0
2008-08-06,Suriname,84,0.0
2008-08-06,Zimbabwe,84,0.0
2008-08-06,Georgia,86,0.0
2008-08-06,Libya,87,0.0
2008-08-06,Gambia,88,0.0
2008-08-06,Oman,88,0.0
2008-08-06,Algeria,90,0.0
2008-08-06,Kenya,91,0.0
2008-08-06,Panama,92,0.0
2008-08-06,Trinidad and Tobago,92,0.0
2008-08-06,Armenia,94,0.0
2008-08-06,Korea DPR,94,0.0
2008-08-06,Uganda,96,0.0
2008-08-06,China PR,97,0.0
2008-08-06,Iceland,97,0.0
2008-08-06,Syria,99,0.0
2008-08-06,Guatemala,100,0.0
2008-08-06,Albania,101,0.0
2008-08-06,Benin,102,0.0
2008-08-06,Austria,103,0.0
2008-08-06,United Arab Emirates,104,0.0
2008-08-06,Congo,105,0.0
2008-08-06,Mozambique,106,0.0
2008-08-06,Ethiopia,107,0.0
2008-08-06,Jamaica,108,0.0
2008-08-06,Sudan,109,0.0
2008-08-06,Malawi,110,0.0
2008-08-06,New Zealand,111,0.0
2008-08-06,Thailand,112,0.0
2008-08-06,Botswana,113,0.0
2008-08-06,Jordan,114,0.0
2008-08-06,Tanzania,115,0.0
2008-08-06,New Caledonia,116,0.0
2008-08-06,Kuwait,117,0.0
2008-08-06,Guyana,118,0.0
2008-08-06,Bermuda,119,0.0
2008-08-06,El Salvador,120,0.0
2008-08-06,Estonia,121,0.0
2008-08-06,Hong Kong,121,0.0
2008-08-06,Haiti,123,0.0
2008-08-06,Namibia,124,0.0
2008-08-06,Kazakhstan,125,0.0
2008-08-06,Singapore,126,0.0
2008-08-06,Chad,127,0.0
2008-08-06,Liechtenstein,128,0.0
2008-08-06,Solomon Islands,129,0.0
2008-08-06,Burundi,130,0.0
2008-08-06,Malta,131,0.0
2008-08-06,Antigua and Barbuda,132,0.0
2008-08-06,Swaziland,133,0.0
2008-08-06,Barbados,134,0.0
2008-08-06,Sierra Leone,134,0.0
2008-08-06,Grenada,136,0.0
2008-08-06,Madagascar,136,0.0
2008-08-06,Azerbaijan,138,0.0
2008-08-06,Yemen,138,0.0
2008-08-06,Eritrea,140,0.0
2008-08-06,Mauritania,141,0.0
2008-08-06,Liberia,142,0.0
2008-08-06,Montenegro,143,0.0
2008-08-06,Puerto Rico,143,0.0
2008-08-06,Kyrgyz Republic,145,0.0
2008-08-06,Fiji,146,0.0
2008-08-06,Indonesia,147,0.0
2008-08-06,Netherlands Antilles,147,0.0
2008-08-06,Lebanon,149,0.0
2008-08-06,St Vincent and the Grenadines,150,0.0
2008-08-06,Vanuatu,151,0.0
2008-08-06,Luxembourg,152,0.0
2008-08-06,India,153,0.0
2008-08-06,Maldives,154,0.0
2008-08-06,Samoa,155,0.0
2008-08-06,Tajikistan,156,0.0
2008-08-06,Myanmar,157,0.0
2008-08-06,Lesotho,158,0.0
2008-08-06,Turkmenistan,159,0.0
2008-08-06,St Kitts and Nevis,160,0.0
2008-08-06,Seychelles,161,0.0
2008-08-06,Malaysia,162,0.0
2008-08-06,St Lucia,162,0.0
2008-08-06,Sri Lanka,164,0.0
2008-08-06,Bahamas,165,0.0
2008-08-06,Turks and Caicos Islands,165,0.0
2008-08-06,Vietnam,165,0.0
2008-08-06,Pakistan,168,0.0
2008-08-06,Philippines,168,0.0
2008-08-06,Mauritius,170,0.0
2008-08-06,British Virgin Islands,171,0.0
2008-08-06,Niger,172,0.0
2008-08-06,Palestine,172,0.0
2008-08-06,Guinea-Bissau,174,0.0
2008-08-06,Belize,175,0.0
2008-08-06,Chinese Taipei,176,0.0
2008-08-06,Dominican Republic,177,0.0
2008-08-06,Tahiti,178,0.0
2008-08-06,Tonga,178,0.0
2008-08-06,Nepal,180,0.0
2008-08-06,Bangladesh,181,0.0
2008-08-06,Andorra,182,0.0
2008-08-06,Cambodia,183,0.0
2008-08-06,Nicaragua,184,0.0
2008-08-06,Afghanistan,185,0.0
2008-08-06,Djibouti,186,0.0
2008-08-06,Brunei Darussalam,187,0.0
2008-08-06,Cayman Islands,187,0.0
2008-08-06,Laos,189,0.0
2008-08-06,Bhutan,190,0.0
2008-08-06,Dominica,191,0.0
2008-08-06,Mongolia,192,0.0
2008-08-06,Aruba,193,0.0
2008-08-06,US Virgin Islands,194,0.0
2008-08-06,Comoros,195,0.0
2008-08-06,Faroe Islands,196,0.0
2008-08-06,Macau,197,0.0
2008-08-06,Somalia,198,0.0
2008-08-06,Central African Republic,199,0.0
2008-08-06,American Samoa,200,0.0
2008-08-06,Anguilla,200,0.0
2008-08-06,Cook Islands,200,0.0
2008-08-06,Guam,200,0.0
2008-08-06,Montserrat,200,0.0
2008-08-06,Papua New Guinea,200,0.0
2008-08-06,San Marino,200,0.0
2008-08-06,Timor-Leste,200,0.0
2008-09-03,Spain,1,0.0
2008-09-03,Italy,2,0.0
2008-09-03,Germany,3,0.0
2008-09-03,Netherlands,4,0.0
2008-09-03,Croatia,5,0.0
2008-09-03,Brazil,6,0.0
2008-09-03,Argentina,7,0.0
2008-09-03,Czech Republic,8,0.0
2008-09-03,Portugal,9,0.0
2008-09-03,Turkey,10,0.0
2008-09-03,France,11,0.0
2008-09-03,Russia,12,0.0
2008-09-03,Romania,13,0.0
2008-09-03,Cameroon,14,0.0
2008-09-03,England,15,0.0
2008-09-03,Bulgaria,16,0.0
2008-09-03,Scotland,16,0.0
2008-09-03,Greece,18,0.0
2008-09-03,Israel,19,0.0
2008-09-03,Ghana,20,0.0
2008-09-03,Egypt,21,0.0
2008-09-03,Uruguay,22,0.0
2008-09-03,Ivory Coast,23,0.0
2008-09-03,Mexico,24,0.0
2008-09-03,Paraguay,25,0.0
2008-09-03,Ukraine,26,0.0
2008-09-03,Nigeria,27,0.0
2008-09-03,United States,28,0.0
2008-09-03,Colombia,29,0.0
2008-09-03,Poland,30,0.0
2008-09-03,Sweden,31,0.0
2008-09-03,Northern Ireland,32,0.0
2008-09-03,Serbia,33,0.0
2008-09-03,Norway,34,0.0
2008-09-03,Japan,35,0.0
2008-09-03,Denmark,36,0.0
2008-09-03,Morocco,37,0.0
2008-09-03,Republic of Ireland,38,0.0
2008-09-03,Australia,39,0.0
2008-09-03,Chile,40,0.0
2008-09-03,Guinea,41,0.0
2008-09-03,Finland,42,0.0
2008-09-03,Switzerland,43,0.0
2008-09-03,Tunisia,44,0.0
2008-09-03,Senegal,45,0.0
2008-09-03,Iran,46,0.0
2008-09-03,Mali,47,0.0
2008-09-03,Moldova,48,0.0
2008-09-03,Saudi Arabia,48,0.0
2008-09-03,Hungary,50,0.0
2008-09-03,South Korea,51,0.0
2008-09-03,Ecuador,52,0.0
2008-09-03,Wales,53,0.0
2008-09-03,Lithuania,54,0.0
2008-09-03,Belgium,55,0.0
2008-09-03,FYR Macedonia,56,0.0
2008-09-03,Belarus,57,0.0
2008-09-03,Angola,58,0.0
2008-09-03,Uzbekistan,59,0.0
2008-09-03,Honduras,60,0.0
2008-09-03,Venezuela,61,0.0
2008-09-03,Gabon,62,0.0
2008-09-03,Latvia,63,0.0
2008-09-03,Burkina Faso,64,0.0
2008-09-03,Cyprus,65,0.0
2008-09-03,Bahrain,66,0.0
2008-09-03,Slovakia,67,0.0
2008-09-03,DR Congo,68,0.0
2008-09-03,Zambia,69,0.0
2008-09-03,South Africa,70,0.0
2008-09-03,Bolivia,71,0.0
2008-09-03,Iraq,72,0.0
2008-09-03,Costa Rica,73,0.0
2008-09-03,Peru,73,0.0
2008-09-03,Bosnia and Herzegovina,75,0.0
2008-09-03,Algeria,76,0.0
2008-09-03,Georgia,77,0.0
2008-09-03,Togo,78,0.0
2008-09-03,Slovenia,79,0.0
2008-09-03,Trinidad and Tobago,80,0.0
2008-09-03,Canada,81,0.0
2008-09-03,Qatar,81,0.0
2008-09-03,Zimbabwe,83,0.0
2008-09-03,Suriname,84,0.0
2008-09-03,Rwanda,85,0.0
2008-09-03,Kenya,86,0.0
2008-09-03,Equatorial Guinea,87,0.0
2008-09-03,Uganda,87,0.0
2008-09-03,Cape Verde Islands,89,0.0
2008-09-03,Gambia,90,0.0
2008-09-03,Libya,90,0.0
2008-09-03,Cuba,92,0.0
2008-09-03,Oman,92,0.0
2008-09-03,China PR,94,0.0
2008-09-03,New Caledonia,95,0.0
2008-09-03,Panama,96,0.0
2008-09-03,Syria,97,0.0
2008-09-03,Armenia,98,0.0
2008-09-03,Guatemala,99,0.0
2008-09-03,Congo,100,0.0
2008-09-03,Austria,101,0.0
2008-09-03,Albania,102,0.0
2008-09-03,Mozambique,103,0.0
2008-09-03,Benin,104,0.0
2008-09-03,Jamaica,105,0.0
2008-09-03,Sudan,106,0.0
2008-09-03,Iceland,107,0.0
2008-09-03,Ethiopia,108,0.0
2008-09-03,United Arab Emirates,109,0.0
2008-09-03,Malawi,110,0.0
2008-09-03,New Zealand,111,0.0
2008-09-03,Guyana,112,0.0
2008-09-03,Jordan,113,0.0
2008-09-03,Thailand,114,0.0
2008-09-03,Botswana,115,0.0
2008-09-03,Korea DPR,116,0.0
2008-09-03,Haiti,117,0.0
2008-09-03,Tanzania,117,0.0
2008-09-03,Kuwait,119,0.0
2008-09-03,Kazakhstan,120,0.0
2008-09-03,Namibia,121,0.0
2008-09-03,Antigua and Barbuda,122,0.0
2008-09-03,Hong Kong,122,0.0
2008-09-03,Kyrgyz Republic,124,0.0
2008-09-03,Bermuda,125,0.0
2008-09-03,Burundi,126,0.0
2008-09-03,Chad,127,0.0
2008-09-03,Estonia,128,0.0
2008-09-03,Singapore,129,0.0
2008-09-03,Liechtenstein,130,0.0
2008-09-03,El Salvador,131,0.0
2008-09-03,Indonesia,132,0.0
2008-09-03,Malta,133,0.0
2008-09-03,Barbados,134,0.0
2008-09-03,Eritrea,135,0.0
2008-09-03,Montenegro,136,0.0
2008-09-03,Yemen,136,0.0
2008-09-03,Azerbaijan,138,0.0
2008-09-03,Grenada,139,0.0
2008-09-03,Mauritania,140,0.0
2008-09-03,Madagascar,141,0.0
2008-09-03,Swaziland,141,0.0
2008-09-03,Fiji,143,0.0
2008-09-03,Liberia,144,0.0
2008-09-03,Sierra Leone,145,0.0
2008-09-03,Puerto Rico,146,0.0
2008-09-03,Lebanon,147,0.0
2008-09-03,Netherlands Antilles,147,0.0
2008-09-03,St Vincent and the Grenadines,147,0.0
2008-09-03,Vanuatu,150,0.0
2008-09-03,India,151,0.0
2008-09-03,Luxembourg,152,0.0
2008-09-03,Solomon Islands,153,0.0
2008-09-03,Tajikistan,154,0.0
2008-09-03,Maldives,155,0.0
2008-09-03,Lesotho,156,0.0
2008-09-03,Seychelles,157,0.0
2008-09-03,Turkmenistan,158,0.0
2008-09-03,St Kitts and Nevis,159,0.0
2008-09-03,Myanmar,160,0.0
2008-09-03,Malaysia,161,0.0
2008-09-03,St Lucia,161,0.0
2008-09-03,Turks and Caicos Islands,163,0.0
2008-09-03,Sri Lanka,164,0.0
2008-09-03,Bahamas,165,0.0
2008-09-03,Vietnam,166,0.0
2008-09-03,Philippines,167,0.0
2008-09-03,Pakistan,168,0.0
2008-09-03,Mauritius,169,0.0
2008-09-03,British Virgin Islands,170,0.0
2008-09-03,Niger,171,0.0
2008-09-03,Guinea-Bissau,172,0.0
2008-09-03,Belize,173,0.0
2008-09-03,Palestine,173,0.0
2008-09-03,Chinese Taipei,175,0.0
2008-09-03,Dominican Republic,176,0.0
2008-09-03,Nepal,177,0.0
2008-09-03,Samoa,177,0.0
2008-09-03,Bangladesh,179,0.0
2008-09-03,Nicaragua,180,0.0
2008-09-03,Cambodia,181,0.0
2008-09-03,Afghanistan,182,0.0
2008-09-03,Djibouti,182,0.0
2008-09-03,Brunei Darussalam,184,0.0
2008-09-03,Cayman Islands,184,0.0
2008-09-03,Andorra,186,0.0
2008-09-03,Bhutan,187,0.0
2008-09-03,Tahiti,187,0.0
2008-09-03,Tonga,187,0.0
2008-09-03,Laos,190,0.0
2008-09-03,Dominica,191,0.0
2008-09-03,Mongolia,192,0.0
2008-09-03,Aruba,193,0.0
2008-09-03,US Virgin Islands,194,0.0
2008-09-03,Comoros,195,0.0
2008-09-03,Macau,196,0.0
2008-09-03,Somalia,197,0.0
2008-09-03,Faroe Islands,198,0.0
2008-09-03,Central African Republic,199,0.0
2008-09-03,American Samoa,200,0.0
2008-09-03,Anguilla,200,0.0
2008-09-03,Cook Islands,200,0.0
2008-09-03,Guam,200,0.0
2008-09-03,Montserrat,200,0.0
2008-09-03,Papua New Guinea,200,0.0
2008-09-03,San Marino,200,0.0
2008-09-03,Timor-Leste,200,0.0
2008-10-08,Spain,1,0.0
2008-10-08,Italy,2,0.0
2008-10-08,Germany,3,0.0
2008-10-08,Brazil,4,0.0
2008-10-08,Netherlands,5,0.0
2008-10-08,Croatia,6,0.0
2008-10-08,Argentina,7,0.0
2008-10-08,Czech Republic,8,0.0
2008-10-08,Russia,9,0.0
2008-10-08,Portugal,10,0.0
2008-10-08,France,11,0.0
2008-10-08,Cameroon,12,0.0
2008-10-08,Turkey,13,0.0
2008-10-08,England,14,0.0
2008-10-08,Bulgaria,15,0.0
2008-10-08,Israel,16,0.0
2008-10-08,Greece,17,0.0
2008-10-08,Romania,18,0.0
2008-10-08,Ukraine,19,0.0
2008-10-08,Uruguay,20,0.0
2008-10-08,United States,21,0.0
2008-10-08,Egypt,22,0.0
2008-10-08,Paraguay,22,0.0
2008-10-08,Mexico,24,0.0
2008-10-08,Ghana,25,0.0
2008-10-08,Scotland,26,0.0
2008-10-08,Nigeria,27,0.0
2008-10-08,Sweden,28,0.0
2008-10-08,Ivory Coast,29,0.0
2008-10-08,Poland,30,0.0
2008-10-08,Denmark,31,0.0
2008-10-08,Japan,32,0.0
2008-10-08,Colombia,33,0.0
2008-10-08,Australia,34,0.0
2008-10-08,Northern Ireland,35,0.0
2008-10-08,Chile,36,0.0
2008-10-08,Lithuania,37,0.0
2008-10-08,Republic of Ireland,38,0.0
2008-10-08,Norway,39,0.0
2008-10-08,Serbia,40,0.0
2008-10-08,Guinea,41,0.0
2008-10-08,Ecuador,42,0.0
2008-10-08,Finland,43,0.0
2008-10-08,Morocco,43,0.0
2008-10-08,Switzerland,45,0.0
2008-10-08,FYR Macedonia,46,0.0
2008-10-08,Tunisia,47,0.0
2008-10-08,Iran,48,0.0
2008-10-08,Senegal,49,0.0
2008-10-08,Honduras,50,0.0
2008-10-08,Belgium,51,0.0
2008-10-08,Saudi Arabia,51,0.0
2008-10-08,Mali,53,0.0
2008-10-08,New Zealand,54,0.0
2008-10-08,South Korea,55,0.0
2008-10-08,Algeria,56,0.0
2008-10-08,Congo,57,0.0
2008-10-08,Peru,58,0.0
2008-10-08,Belarus,59,0.0
2008-10-08,Slovakia,60,0.0
2008-10-08,Wales,61,0.0
2008-10-08,Hungary,62,0.0
2008-10-08,Burkina Faso,63,0.0
2008-10-08,Latvia,64,0.0
2008-10-08,Moldova,65,0.0
2008-10-08,Venezuela,66,0.0
2008-10-08,Gabon,67,0.0
2008-10-08,Angola,68,0.0
2008-10-08,Costa Rica,69,0.0
2008-10-08,Uzbekistan,70,0.0
2008-10-08,Zambia,70,0.0
2008-10-08,Bahrain,72,0.0
2008-10-08,Slovenia,73,0.0
2008-10-08,Bolivia,74,0.0
2008-10-08,Bosnia and Herzegovina,75,0.0
2008-10-08,Libya,76,0.0
2008-10-08,Iraq,77,0.0
2008-10-08,Qatar,78,0.0
2008-10-08,Kenya,79,0.0
2008-10-08,Cyprus,80,0.0
2008-10-08,Benin,81,0.0
2008-10-08,Austria,82,0.0
2008-10-08,Albania,83,0.0
2008-10-08,Canada,84,0.0
2008-10-08,DR Congo,85,0.0
2008-10-08,South Africa,85,0.0
2008-10-08,Rwanda,87,0.0
2008-10-08,Trinidad and Tobago,88,0.0
2008-10-08,Guatemala,89,0.0
2008-10-08,Gambia,90,0.0
2008-10-08,Panama,91,0.0
2008-10-08,Togo,91,0.0
2008-10-08,Zimbabwe,91,0.0
2008-10-08,Oman,94,0.0
2008-10-08,Uganda,95,0.0
2008-10-08,China PR,96,0.0
2008-10-08,Georgia,97,0.0
2008-10-08,Cuba,98,0.0
2008-10-08,Syria,99,0.0
2008-10-08,Mozambique,100,0.0
2008-10-08,Armenia,101,0.0
2008-10-08,Ethiopia,102,0.0
2008-10-08,Iceland,103,0.0
2008-10-08,Cape Verde Islands,104,0.0
2008-10-08,Haiti,104,0.0
2008-10-08,Sudan,106,0.0
2008-10-08,Korea DPR,107,0.0
2008-10-08,Suriname,108,0.0
2008-10-08,Malawi,109,0.0
2008-10-08,Tanzania,110,0.0
2008-10-08,United Arab Emirates,110,0.0
2008-10-08,Jordan,112,0.0
2008-10-08,Thailand,112,0.0
2008-10-08,Barbados,114,0.0
2008-10-08,Botswana,115,0.0
2008-10-08,Jamaica,116,0.0
2008-10-08,Montenegro,117,0.0
2008-10-08,Guyana,118,0.0
2008-10-08,Chad,119,0.0
2008-10-08,El Salvador,120,0.0
2008-10-08,Equatorial Guinea,121,0.0
2008-10-08,New Caledonia,122,0.0
2008-10-08,Luxembourg,123,0.0
2008-10-08,Kuwait,124,0.0
2008-10-08,St Vincent and the Grenadines,125,0.0
2008-10-08,Namibia,126,0.0
2008-10-08,Kyrgyz Republic,127,0.0
2008-10-08,Burundi,128,0.0
2008-10-08,Bermuda,129,0.0
2008-10-08,Hong Kong,130,0.0
2008-10-08,Kazakhstan,131,0.0
2008-10-08,Singapore,132,0.0
2008-10-08,Antigua and Barbuda,133,0.0
2008-10-08,Sierra Leone,133,0.0
2008-10-08,Liechtenstein,135,0.0
2008-10-08,Madagascar,136,0.0
2008-10-08,Estonia,137,0.0
2008-10-08,Fiji,138,0.0
2008-10-08,Indonesia,139,0.0
2008-10-08,Eritrea,140,0.0
2008-10-08,Grenada,141,0.0
2008-10-08,Swaziland,141,0.0
2008-10-08,Azerbaijan,143,0.0
2008-10-08,Puerto Rico,144,0.0
2008-10-08,Mauritania,145,0.0
2008-10-08,Malta,146,0.0
2008-10-08,Vanuatu,147,0.0
2008-10-08,India,148,0.0
2008-10-08,Yemen,148,0.0
2008-10-08,Niger,150,0.0
2008-10-08,Lebanon,151,0.0
2008-10-08,Netherlands Antilles,151,0.0
2008-10-08,Liberia,153,0.0
2008-10-08,Maldives,154,0.0
2008-10-08,Tajikistan,155,0.0
2008-10-08,St Kitts and Nevis,156,0.0
2008-10-08,Myanmar,157,0.0
2008-10-08,Turkmenistan,158,0.0
2008-10-08,Lesotho,159,0.0
2008-10-08,Malaysia,160,0.0
2008-10-08,St Lucia,161,0.0
2008-10-08,Cayman Islands,162,0.0
2008-10-08,Solomon Islands,163,0.0
2008-10-08,Seychelles,164,0.0
2008-10-08,Philippines,165,0.0
2008-10-08,Sri Lanka,165,0.0
2008-10-08,Vietnam,165,0.0
2008-10-08,Pakistan,168,0.0
2008-10-08,Turks and Caicos Islands,169,0.0
2008-10-08,Bahamas,170,0.0
2008-10-08,Mauritius,171,0.0
2008-10-08,Guinea-Bissau,172,0.0
2008-10-08,Belize,173,0.0
2008-10-08,Chinese Taipei,173,0.0
2008-10-08,Nepal,175,0.0
2008-10-08,British Virgin Islands,176,0.0
2008-10-08,Dominican Republic,177,0.0
2008-10-08,Samoa,178,0.0
2008-10-08,Bangladesh,179,0.0
2008-10-08,Palestine,180,0.0
2008-10-08,Nicaragua,181,0.0
2008-10-08,Afghanistan,182,0.0
2008-10-08,Cambodia,182,0.0
2008-10-08,Andorra,184,0.0
2008-10-08,Brunei Darussalam,184,0.0
2008-10-08,Djibouti,186,0.0
2008-10-08,Bhutan,187,0.0
2008-10-08,Tahiti,187,0.0
2008-10-08,Tonga,187,0.0
2008-10-08,Laos,190,0.0
2008-10-08,Dominica,191,0.0
2008-10-08,Mongolia,192,0.0
2008-10-08,Aruba,193,0.0
2008-10-08,US Virgin Islands,194,0.0
2008-10-08,Comoros,195,0.0
2008-10-08,Macau,196,0.0
2008-10-08,Somalia,197,0.0
2008-10-08,Faroe Islands,198,0.0
2008-10-08,Central African Republic,199,0.0
2008-10-08,American Samoa,200,0.0
2008-10-08,Anguilla,200,0.0
2008-10-08,Cook Islands,200,0.0
2008-10-08,Guam,200,0.0
2008-10-08,Montserrat,200,0.0
